rank,ap,ap50,ap75,aps,apm,apl,ar100,detections,method,iou_thr,score_thr,primary_count,weights,inputs
1,0.6248241980314762,0.8214237928569113,0.7479782201716746,0.25957979234604633,0.623564535942013,0.8180504268120522,0.707206513464177,105018,wbf,0.75,0.0005,1,1.000 1.100,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
27,0.6214160753125707,0.8160315651852481,0.7430751008277474,0.25136952764863224,0.6202114084743217,0.8154300689260847,0.7067743111807794,102211,wbf,0.75,0.001,1,1.000 0.800,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
28,0.6214090686048165,0.8160023552910176,0.7428477016345936,0.251152000130008,0.6200691325240278,0.8155991473164512,0.7069016023701508,105388,wbf,0.8,0.0005,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
29,0.6214077281234385,0.8158209444517011,0.743183907661577,0.2503585580355139,0.6201290646970857,0.8151038744561993,0.7067016656128412,101334,wbf,0.7,0.001,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
30,0.6214016734003696,0.8157779216155865,0.7430818615089657,0.2515629205100833,0.6201417340740288,0.8155962139074544,0.7069431961113876,105209,wbf,0.75,0.0005,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
31,0.6213642586016073,0.8160023552910176,0.7428477016345936,0.251152000130008,0.6199559700747678,0.8155991473164512,0.7066494407493874,102371,wbf,0.8,0.001,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
32,0.6213568364842454,0.8157779216155865,0.7430818615089657,0.2515629205100833,0.6200245100874793,0.8155962139074544,0.7066910344906242,102232,wbf,0.75,0.001,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
33,0.6212335287294868,0.8161153290742109,0.7427808629851109,0.25136334470244054,0.6196476816980124,0.8156901916843168,0.706627708604698,105453,wbf,0.85,0.0005,1,1.000 0.800,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
34,0.6211887456069035,0.8161153290742109,0.7427808629851109,0.25136334470244054,0.6195970904319892,0.8156901916843168,0.7063755469839349,102399,wbf,0.85,0.001,1,1.000 0.800,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
35,0.6211607502197795,0.8158861934862426,0.7426392489285081,0.2512007198173179,0.6195304414664423,0.8157529626319417,0.7064604468493253,105453,wbf,0.85,0.0005,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
36,0.6211159670971961,0.8158861934862426,0.7426392489285081,0.2512007198173179,0.6194174561580438,0.8157529626319417,0.7062082852285622,102399,wbf,0.85,0.001,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
