rank,ap,ap50,ap75,aps,apm,apl,ar100,detections,method,iou_thr,score_thr,primary_count,weights,inputs,category_id
1,0.48642321272988204,0.6421391587497528,0.5817190713863643,0.29041476701270996,0.49278960629178425,0.854896281662652,0.5986206896551725,1669,wbf,0.8,0.0005,1,1.000 1.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
94,0.48161043484138705,0.637182635661429,0.5783454585726007,0.28087442124462686,0.48510283004823473,0.8586290048901358,0.5944827586206897,1548,wbf,0.65,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
95,0.4815559476637648,0.6380289639431457,0.5788532863827153,0.28396150254819386,0.4852367846039055,0.8532148993369546,0.5958620689655172,1669,wbf,0.78,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
96,0.4815559476637648,0.6380289639431457,0.5788532863827153,0.28396150254819386,0.4852367846039055,0.8532148993369546,0.5946206896551725,1643,wbf,0.78,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
97,0.481514765586264,0.63722835153197,0.5782455853655594,0.2798577092877,0.4854240249446654,0.8587025933300609,0.5960000000000001,1503,wbf,0.6,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
98,0.481514765586264,0.63722835153197,0.5782455853655594,0.2798577092877,0.48478352275011605,0.8587025933300609,0.5947586206896551,1483,wbf,0.6,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
99,0.4814667884802247,0.6378990158846133,0.5787446669909926,0.28391558762974695,0.4851429760851461,0.8532148993369546,0.5958620689655172,1669,wbf,0.74,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
100,0.4814667884802247,0.6378990158846133,0.5787446669909926,0.28391558762974695,0.4851429760851461,0.8532148993369546,0.5946206896551725,1643,wbf,0.74,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
101,0.4814667884802247,0.6378990158846133,0.5787446669909926,0.28391558762974695,0.4851434709641184,0.8532148993369546,0.5958620689655172,1669,wbf,0.75,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
102,0.4814667884802247,0.6378990158846133,0.5787446669909926,0.28391558762974695,0.4851434709641184,0.8532148993369546,0.5946206896551725,1643,wbf,0.75,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
103,0.4813852015850307,0.637832896696704,0.5787289375404084,0.2830449484216742,0.4851103263046031,0.8532148993369546,0.5957241379310345,1663,wbf,0.7,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
104,0.4813852015850307,0.637832896696704,0.5787289375404084,0.2830449484216742,0.4851103263046031,0.8532148993369546,0.5944827586206898,1637,wbf,0.7,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
105,0.48136671859192115,0.6378519043991475,0.5786957048894973,0.2857589777592788,0.4847534191052226,0.8532148993369546,0.5958620689655172,1670,wbf,0.85,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
106,0.48136671859192115,0.6378519043991475,0.5786957048894973,0.2857589777592788,0.4847534191052226,0.8532148993369546,0.5946206896551725,1643,wbf,0.85,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
107,0.48121762945781626,0.6369307811399437,0.5780639567891561,0.2783423581920978,0.4849604790843437,0.8586290048901358,0.595448275862069,1503,wbf,0.6,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
108,0.48121762945781626,0.6369307811399437,0.5780639567891561,0.2783423581920978,0.4845972726606086,0.8586290048901358,0.5942068965517242,1483,wbf,0.6,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
109,0.4808858919818429,0.6370982886554032,0.578225597799927,0.2815028402009295,0.4849613417763739,0.8524373921507522,0.5948965517241379,1569,wbf,0.65,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
110,0.4808858919818429,0.6370982886554032,0.578225597799927,0.2815028402009295,0.48461223172085965,0.8524373921507522,0.5936551724137932,1548,wbf,0.65,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
111,0.4805164709584886,0.6368450200714486,0.5779608869564469,0.27897184808469644,0.4844835960649345,0.8524373921507522,0.5946206896551725,1503,wbf,0.6,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
112,0.4805164709584886,0.6368450200714486,0.5779608869564469,0.27897184808469644,0.48412101263678037,0.8524373921507522,0.5933793103448277,1483,wbf,0.6,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
113,0.4799961254006003,0.638025480769996,0.5788818931657432,0.2847221083635291,0.48406753331204255,0.8501854596328413,0.5946206896551725,1669,wbf,0.8,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
114,0.4799961254006003,0.638025480769996,0.5788818931657432,0.2847221083635291,0.48350701829988085,0.8501854596328413,0.5933793103448276,1643,wbf,0.8,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
115,0.47984793199664183,0.6378067214380521,0.5786990823588056,0.283296984276483,0.48400454706973806,0.8501854596328413,0.5946206896551725,1669,wbf,0.78,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
116,0.47984793199664183,0.6378067214380521,0.5786990823588056,0.283296984276483,0.4834435928214734,0.8501854596328413,0.5933793103448276,1643,wbf,0.78,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
117,0.47976581479651004,0.6376902890072096,0.5786028711690404,0.283254689899665,0.48390991028069086,0.8501854596328413,0.5946206896551725,1669,wbf,0.74,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
118,0.47976581479651004,0.6376902890072096,0.5786028711690404,0.283254689899665,0.4833489560324262,0.8501854596328413,0.5933793103448276,1643,wbf,0.74,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
119,0.47976581479651004,0.6376902890072096,0.5786028711690404,0.283254689899665,0.48390991028069086,0.8501854596328413,0.5946206896551725,1669,wbf,0.75,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
120,0.47976581479651004,0.6376902890072096,0.5786028711690404,0.283254689899665,0.4833489560324262,0.8501854596328413,0.5933793103448276,1643,wbf,0.75,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
121,0.47972654375915513,0.6376309299920548,0.5785933335791081,0.28238570540601193,0.4838790304561655,0.8501854596328413,0.5944827586206897,1664,wbf,0.7,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
122,0.47972654375915513,0.6376309299920548,0.5785933335791081,0.28238570540601193,0.48331586966081097,0.8501854596328413,0.5932413793103449,1638,wbf,0.7,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
123,0.479627950962064,0.6376430241651961,0.5785473846218082,0.2850523071205302,0.4834978576501705,0.8501854596328413,0.5946206896551725,1670,wbf,0.85,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
124,0.479627950962064,0.6376430241651961,0.5785473846218082,0.2850523071205302,0.48293734263800875,0.8501854596328413,0.5933793103448276,1643,wbf,0.85,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
125,0.4792374906338694,0.6370890144475012,0.5781849007149205,0.28086287496941015,0.4835232248597047,0.849413759478955,0.5936551724137931,1569,wbf,0.65,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
126,0.47906936950571466,0.6379123993310857,0.5770358347326701,0.28460660143204763,0.4823760391050112,0.8501854596328413,0.5933793103448276,1669,wbf,0.8,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
127,0.4790037084809254,0.6370890144475012,0.5781849007149205,0.28086287496941015,0.48291248665954284,0.849413759478955,0.5924137931034483,1548,wbf,0.65,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
128,0.4789265957093786,0.6377000394056201,0.5768572349260136,0.28318338226056566,0.48231217263717685,0.8501854596328413,0.5933793103448276,1669,wbf,0.78,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
129,0.47892081635094874,0.6368504825600639,0.5779140919906584,0.27835836274791725,0.4831076077436246,0.849413759478955,0.5933793103448275,1503,wbf,0.6,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
130,0.47884947956954216,0.6379123993310857,0.5770358347326701,0.28460660143204763,0.48204445300522475,0.8501854596328413,0.5921379310344828,1643,wbf,0.8,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
131,0.47884312570297366,0.6375774530207247,0.5767605737669711,0.28314108788374764,0.48221760889407067,0.8501854596328413,0.5933793103448276,1669,wbf,0.74,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
132,0.47884312570297366,0.6375774530207247,0.5767605737669711,0.28314108788374764,0.48221760889407067,0.8501854596328413,0.5933793103448276,1669,wbf,0.75,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
133,0.4788388801656,0.6375180940055699,0.5767066675079189,0.28307535156018404,0.48218636662668335,0.8501854596328413,0.5933793103448276,1664,wbf,0.7,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
134,0.4787160267278307,0.6375299427262858,0.5765967775654661,0.2849414095033762,0.48184213453160074,0.8501854596328413,0.5933793103448276,1670,wbf,0.85,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
135,0.4787067057732062,0.6377000394056201,0.5768572349260136,0.28318338226056566,0.4819803262657265,0.8501854596328413,0.5921379310344828,1643,wbf,0.78,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
136,0.47867675463631626,0.6368504825600639,0.5779140919906584,0.27835836274791725,0.4824732990297344,0.849413759478955,0.5921379310344828,1483,wbf,0.6,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
137,0.4786232357668012,0.6375774530207247,0.5767605737669711,0.28314108788374764,0.48188576252262033,0.8501854596328413,0.5921379310344828,1643,wbf,0.74,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
138,0.4786232357668012,0.6375774530207247,0.5767605737669711,0.28314108788374764,0.48188576252262033,0.8501854596328413,0.5921379310344828,1643,wbf,0.75,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
139,0.47861832830908985,0.6375180940055699,0.5767066675079189,0.28307535156018404,0.4818534750698112,0.8501854596328413,0.5921379310344828,1638,wbf,0.7,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
140,0.47849626869923834,0.6375299427262858,0.5765967775654661,0.2849414095033762,0.48151080829552884,0.8501854596328413,0.5921379310344828,1643,wbf,0.85,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
141,0.4778194319899457,0.6370072594141561,0.5760065150378488,0.2807540036294954,0.48173417114520156,0.849413759478955,0.5922758620689655,1569,wbf,0.65,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
142,0.4778194319899457,0.6370072594141561,0.5760065150378488,0.2807540036294954,0.48173417114520156,0.849413759478955,0.5910344827586208,1548,wbf,0.65,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
143,0.4775465706807473,0.6367749347903733,0.5756679144988383,0.278249766511923,0.481265117173439,0.849413759478955,0.592,1503,wbf,0.6,0.0005,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
144,0.4775465706807473,0.6367749347903733,0.5756679144988383,0.278249766511923,0.481265117173439,0.849413759478955,0.5907586206896551,1482,wbf,0.6,0.001,1,1.000 0.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,4
